frame;episode;reward;epsilon;time;avg_eval_reward;avg_eval_episode_length;avg_td_noise
1000;1;-44.82758620689681;0.6488725250287216;18.505900144577026;;;1.0174927451567017
2000;2;-76.35135135135127;0.39749577407794645;38.774641036987305;;;0.8647110696667547
2776;3;-139.60601503759432;0.2728819160971575;52.85771989822388;;;0.7994492813090753
3776;4;-79.45205479452027;0.1694459419969301;70.58851766586304;;;0.8869028261088463
4776;5;-62.962962962963665;0.10670885238790027;88.69693207740784;;;0.8254147462630108
5776;6;-30.693069306931186;0.06865688403888484;110.07399225234985;;;0.7861174007604836
6776;7;-45.45454545454622;0.045577198572792264;131.81739902496338;;;0.7666888597342385
7776;8;-0.302114803626392;0.03157866172108305;154.38973259925842;;;0.7532098583655088
8776;9;-22.558922558923303;0.02308811992940426;175.3172836303711;;;0.7462736164640345
9776;10;51.81518151815585;0.01793834601517963;197.7583441734314;-48.92;88.4;0.7389382808208712
10776;11;-3.4749034749030203;0.014814850245614056;241.2997531890869;;;0.7325438592880908
11776;12;87.05035971223036;0.012920354295889828;261.15480160713196;;;0.7363189998496205
12776;13;4.651162790696819;0.011771284417680682;281.5420231819153;;;0.7389390142378346
13776;14;-28.08219178082268;0.01107433830639457;301.5788424015045;;;0.7375607148921808
14776;15;-37.500000000000774;0.010651619121732053;322.4154586791992;;;0.7304212533297546
15776;16;96.9111969112019;0.010395226975785508;342.42884373664856;;;0.7263813886992346
16776;17;-21.34831460674221;0.010239717278359414;362.8443696498871;;;0.7267230863188741
17776;18;-31.37254901960863;0.010145395878987853;383.1225926876068;;;0.7226470809994628
18776;19;50.50167224080668;0.010088187058402;403.5603721141815;;;0.7216726803863327
19776;20;-39.2097264437698;0.010053488154710681;423.0315480232239;28.26;250.0;0.721008970514592
20776;21;63.63636363636809;0.010032442205763482;504.62125873565674;;;0.7190512706596515
21776;22;127.1186440678012;0.010019677192464257;524.7154951095581;;;0.7187408119117996
22776;23;74.24242424242695;0.010011934820526638;545.1161358356476;;;0.7172765791003051
23776;24;85.66775244299998;0.010007238834567575;566.8940091133118;;;0.7167148881344733
24776;25;150.00000000000495;0.01000439057510582;589.9485816955566;;;0.7248796733755406
25776;26;184.210526315794;0.010002663018415452;613.027815580368;;;0.7301339229538923
26776;27;80.21201413428008;0.010001615202316351;636.9080538749695;;;0.7351246372527248
27776;28;129.81366459627793;0.010000979669726505;662.2202489376068;;;0.7401074004562567
28776;29;315.2823920265759;0.010000594199725519;687.305908203125;;;0.7500602412476364
29776;30;394.69964664309794;0.010000360400351519;712.3149156570435;300.03;250.0;0.7579692389635636
30776;31;226.66666666666487;0.010000218593862967;809.2824265956879;;;0.7646979191703288
31776;32;-14.089347079038493;0.010000132583879915;834.8215284347534;;;0.7725117513287328
32776;33;714.9606299212469;0.010000080416188153;859.2880027294159;;;0.782799952077169
33776;34;316.39344262294503;0.010000048774883651;884.385285615921;;;0.7920376637955632
34776;35;172.7272727272771;0.010000029583462359;907.7557473182678;;;0.8003825330256411
35776;36;189.7526501766812;0.01000001794327694;927.743100643158;;;0.8082423679155292
36776;37;160.31746031746485;0.0100000108831476;946.9475519657135;;;0.8219276208393532
37776;38;578.8079470198597;0.010000006600962693;967.1926162242889;;;0.8334473351329885
38744;39;254.79253731342033;0.010000004068260454;984.9334959983826;;;0.8454209718191519
39744;40;290.24390243901684;0.010000002467524697;1004.057145357132;526.19;219.2;0.8557811352014842
40744;41;589.5306859205734;0.010000001496629383;1077.5513129234314;;;0.8751935280723738
41652;42;909.4999999999872;0.010000000950483479;1094.7008419036865;;;0.8905735692026194
42524;43;913.0999999999858;0.010000000614599465;1112.283873796463;;;0.9041587776247904
43524;44;693.9189189189059;0.01000000037277342;1132.0587379932404;;;0.9186759327379515
44524;45;857.4468085106256;0.010000000226098508;1151.1744151115417;;;0.9414000222885662
45524;46;848.4536082474053;0.010000000137135678;1171.044688463211;;;0.9621493555552897
46524;47;486.88524590162723;0.010000000083176993;1192.534366607666;;;0.9804365905316482
47524;48;202.11480362537932;0.010000000050449397;1212.7679805755615;;;0.9981612031438432
48524;49;317.54385964911063;0.010000000030599105;1234.0957260131836;;;1.0195253171180645
49524;50;504.98220640567956;0.010000000018559297;1255.006310224533;621.46;250.0;1.0372681215146051
50524;51;847.7124183006335;0.010000000011256782;1332.8733417987823;;;1.0572421807257666
51524;52;617.3144876324963;0.010000000006827584;1352.89262509346;;;1.0773160909835235
52524;53;852.2292993630381;0.010000000004141139;1373.1543500423431;;;1.0965716930262688
53524;54;855.7823129251602;0.010000000002511727;1392.8727571964264;;;1.1225263933625338
54524;55;807.8947368420897;0.01000000000152344;1413.1118986606598;;;1.143451617970953
55524;56;455.18394648828075;0.010000000000924013;1434.989722251892;;;1.1614337046885534
56524;57;578.8321167883066;0.010000000000560443;1458.2110078334808;;;1.1841707163811364
57524;58;382.5174825174691;0.010000000000339926;1479.9949915409088;;;1.209132224231543
58524;59;382.08469055373416;0.010000000000206176;1501.4342393875122;;;1.2292911716902706
59524;60;525.8278145695243;0.010000000000125051;1521.9683184623718;660.23;250.0;1.247827348152696
60524;61;702.371541501964;0.010000000000075848;1607.27321767807;;;1.269971519027226
61524;62;481.8815331010306;0.010000000000046003;1630.200923204422;;;1.2972415057198428
62524;63;327.6923076922956;0.010000000000027903;1651.4181530475616;;;1.320347907487303
63524;64;393.9393939393931;0.010000000000016924;1672.324553012848;;;1.3418386842827503
64524;65;828.5714285714117;0.010000000000010265;1693.48957157135;;;1.3691907888590735
65420;66;910.6999999999813;0.01000000000000656;1711.7889289855957;;;1.3933222191593126
66420;67;399.9999999999848;0.010000000000003978;1732.430227279663;;;1.4189338920838233
67420;68;346.4944649446358;0.010000000000002413;1751.9998152256012;;;1.4408732072254922
68420;69;787.8504672897021;0.010000000000001464;1772.7725551128387;;;1.463385660675209
69420;70;385.7142857142728;0.010000000000000888;1793.0286130905151;752.87;248.4;1.4889615054638625
70420;71;698.7421383647622;0.010000000000000538;1873.0687127113342;;;1.5124607781649715
71420;72;659.7173144876178;0.010000000000000326;1894.142279624939;;;1.533155983462311
72420;73;741.5094339622514;0.010000000000000198;1914.970009803772;;;1.5555094903141435
73420;74;369.45337620577385;0.01000000000000012;1937.925089597702;;;1.58218950680946
74420;75;874.264705882335;0.010000000000000073;1958.3782062530518;;;1.606895191836639
75420;76;431.44654088048736;0.010000000000000044;1983.5840516090393;;;1.6302171379080002
76420;77;643.4210526315637;0.010000000000000026;2005.8344185352325;;;1.6525326996594059
77420;78;521.4285714285559;0.010000000000000016;2028.2071719169617;;;1.6795375916267885
78420;79;563.3986928104434;0.01000000000000001;2048.251047849655;;;1.7038175740578152
79420;80;718.1818181818008;0.010000000000000005;2068.2744011878967;692.51;250.0;1.7269016323145854
80420;81;575.767918088722;0.010000000000000004;2147.673779964447;;;1.7471284192889451
81420;82;746.405228758152;0.010000000000000002;2171.4079480171204;;;1.776109057553941
82420;83;493.54838709676255;0.010000000000000002;2194.886156320572;;;1.7993909460891233
83416;84;900.3999999999893;0.01;2218.2314627170563;;;1.8182274537264846
84416;85;889.6907216494658;0.01;2240.7230308055878;;;1.8381024414470768
85416;86;730.6709265175601;0.01;2264.8582520484924;;;1.8625482542884315
86416;87;796.8253968253837;0.01;2287.757930278778;;;1.8832777345168217
87416;88;857.6547231270173;0.01;2312.5945739746094;;;1.902068521805097
88416;89;363.2587859424784;0.01;2336.8102355003357;;;1.923836480790191
89416;90;570.5426356589021;0.01;2359.5504653453827;842.04;241.6;1.9464983618253957
90348;91;906.7999999999923;0.01;2433.198846101761;;;1.9671451184650217
91348;92;851.4925373134153;0.01;2452.255254507065;;;1.9852494907229001
92348;93;816.3498098859153;0.01;2471.020625591278;;;2.003557392497179
93348;94;837.062937062923;0.01;2489.9960095882416;;;2.026113310835998
94348;95;831.8996415770458;0.01;2509.0032827854156;;;2.045363795469278
95348;96;825.8064516128936;0.01;2528.524428844452;;;2.063804442356384
96348;97;854.5454545454387;0.01;2547.528007030487;;;2.0803319989112965
97348;98;839.3939393939255;0.01;2566.2744488716125;;;2.104079667886488
98348;99;758.5858585858413;0.01;2585.5670659542084;;;2.124191567297806
99348;100;783.802816901391;0.01;2606.293966770172;755.82;250.0;2.142041106285224
