frame;episode;reward;epsilon;time;avg_eval_reward;avg_eval_episode_length;avg_td_noise
59020;60;373.5099337748267;0.01000000000016089;1566.1263043880463;430.42;250.0;1.0793399212717973
60020;61;425.6916996047314;0.010000000000097585;1656.4484729766846;;;1.0904686920381153
61020;62;464.459930313576;0.010000000000059189;1678.1464807987213;;;1.1116599550549502
62020;63;706.1538461538365;0.0100000000000359;1702.2250344753265;;;1.1272516291862031
63020;64;675.7575757575588;0.010000000000021774;1725.683911561966;;;1.1421517757087647
64020;65;449.9999999999859;0.010000000000013207;1749.0165586471558;;;1.154615521829991
65020;66;739.8692810457342;0.010000000000008011;1771.5224866867065;;;1.1749753967417529
66020;67;497.1223021582651;0.01000000000000486;1794.54904961586;;;1.195589670104142
67020;68;877.8597785977757;0.010000000000002948;1816.7382698059082;;;1.2112930811274707
68020;69;376.63551401868074;0.010000000000001787;1840.425388097763;;;1.2236371125637013
69020;70;585.7142857142795;0.010000000000001084;1863.998063325882;674.05;250.0;1.2456067429098037
70020;71;717.6100628930648;0.010000000000000658;1955.938222169876;;;1.2629153773747577
71020;72;804.5936395759603;0.0100000000000004;1977.169270992279;;;1.2777387281250072
72020;73;832.0754716981033;0.010000000000000241;1999.1222400665283;;;1.289744218971812
73020;74;864.630225080372;0.010000000000000148;2023.6717910766602;;;1.3112070123001498
74020;75;855.8823529411584;0.010000000000000089;2047.5218253135681;;;1.328554037810977
75020;76;598.1132075471536;0.010000000000000054;2072.2239768505096;;;1.3416249556236146
76020;77;728.9473684210378;0.010000000000000033;2096.959894657135;;;1.353210817800433
77020;78;878.5714285714123;0.01000000000000002;2121.3143060207367;;;1.3721992723917789
78020;79;837.9084967320074;0.010000000000000012;2145.6515736579895;;;1.3898311885942454
79020;80;589.6551724137788;0.010000000000000007;2170.7260253429413;721.86;242.2;1.4032345629291343
80020;81;876.109215017046;0.010000000000000005;2260.895784139633;;;1.4146767711361807
81020;82;442.4836601307076;0.010000000000000004;2282.7415165901184;;;1.4358180832392993
82020;83;316.129032258053;0.010000000000000002;2305.8662061691284;;;1.450701128877936
83020;84;823.3333333333226;0.010000000000000002;2328.6960411071777;;;1.465311249255195
84020;85;841.5807560137284;0.01;2351.5615022182465;;;1.4771892941489644
85020;86;848.8817891373677;0.01;2374.9586634635925;;;1.4991168567801616
86020;87;868.253968253956;0.01;2397.764726161957;;;1.5172102817072195
87020;88;606.8403908794651;0.01;2421.330230474472;;;1.5326832846625733
88020;89;356.8690095846526;0.01;2444.716965675354;;;1.5444862511984803
89020;90;845.736434108517;0.01;2467.3375158309937;870.88;249.4;1.5629985704989546
90020;91;446.71280276815446;0.01;2558.6373777389526;;;1.5787976956842162
91020;92;840.2985074626707;0.01;2580.8490233421326;;;1.5925816697245727
92020;93;846.7680608364846;0.01;2603.649687767029;;;1.6041335175928664
93020;94;816.0839160839016;0.01;2626.5222012996674;;;1.6222461342342875
94020;95;760.2150537634277;0.01;2649.5262451171875;;;1.637869369694556
95020;96;764.5161290322491;0.01;2673.03710436821;;;1.650545111739585
96020;97;844.055944055929;0.01;2694.22442817688;;;1.6595611526343583
97020;98;850.75757575756;0.01;2713.345248222351;;;1.677705462448529
98020;99;829.292929292914;0.01;2732.7416808605194;;;1.6914206141323007
99020;100;864.7887323943492;0.01;2751.7429218292236;652.73;243.8;1.7020404511086897
