Timestep;Frame;Episode;Reward;Loss;Aux-Loss;TD_mean_abs;TD_std;TD_max;TD_min;Time
32;128;0;-0.4000;2.2383;0.0000;0.6950;1.4679;0.4026;-6.3577;0.59
33;132;0;-0.4000;2.2579;0.0000;0.6804;1.4700;0.4010;-6.3552;0.64
34;136;0;-0.4000;1.9054;0.0000;0.5978;1.3679;0.3745;-6.3164;0.68
35;140;0;-0.4000;2.1729;0.0000;0.6885;1.4470;0.3475;-6.2759;0.73
36;144;0;-0.4000;1.8554;0.0000;0.6160;1.3535;0.3295;-6.2466;0.78
37;148;0;-0.4000;1.8370;0.0000;0.6220;1.3480;0.3125;-6.2185;0.82
38;152;0;-0.4000;0.9048;0.0000;0.5293;0.9508;0.3497;-3.0046;0.87
39;156;0;-0.4000;2.0781;0.0000;0.7127;1.4240;0.3911;-6.1769;0.92
40;160;0;-0.4000;1.2870;0.0000;0.4874;1.1298;0.4357;-6.1593;0.97
41;164;0;-0.4000;1.7915;0.0000;0.6551;1.3357;0.4477;-6.1372;1.02
42;168;0;-0.4000;1.7633;0.0000;0.6210;1.3228;0.4561;-6.1121;1.07
43;172;0;2.8680;1.7570;0.0000;0.6210;1.3205;0.4735;-6.0775;1.11
44;176;0;-0.4000;2.2006;0.0000;0.7493;1.4466;0.4755;-6.0336;1.16
45;180;0;-0.4000;1.9446;0.0000;0.6987;1.3809;0.5196;-5.9876;1.21
46;184;0;-0.4000;0.8388;0.0000;0.5600;0.9152;0.5453;-2.7803;1.26
47;188;0;-0.4000;2.1504;0.0000;0.7687;1.4357;0.5625;-5.9804;1.30
48;192;0;-0.4000;1.4702;0.0000;0.5406;1.2125;0.6255;-5.9321;1.35
49;196;0;-0.4000;0.7693;0.0000;0.4596;0.8760;0.6408;-2.7739;1.40
50;200;0;-0.4000;0.7495;0.0000;0.4444;0.8642;0.6772;-2.7567;1.45
51;204;0;-0.4000;0.6199;0.0000;0.4877;0.7717;0.7253;-2.7335;1.49
52;208;0;-0.4000;0.7997;0.0000;0.5175;0.8938;0.7463;-2.7315;1.54
53;212;0;-0.4000;0.6001;0.0000;0.4529;0.7647;0.7648;-2.7356;1.59
54;216;0;-0.4000;1.6113;0.0000;0.5755;1.2635;0.7682;-5.7832;1.64
55;220;0;-0.4000;1.8366;0.0000;0.6964;1.3457;0.7604;-5.7617;1.69
56;224;0;-0.4000;0.5095;0.0000;0.3624;0.7132;0.7550;-2.5145;1.74
57;228;0;-0.4000;1.7759;0.0000;0.6951;1.3244;0.7498;-5.6969;1.79
58;232;0;-0.4000;0.7344;0.0000;0.4339;0.8537;0.7573;-2.7938;1.83
59;236;0;-0.4000;1.5369;0.0000;0.5381;1.2272;0.7871;-5.6257;1.88
60;240;0;-0.4000;0.3541;0.0000;0.3543;0.5659;0.8058;-2.4641;1.93
61;244;0;-0.4000;1.5489;0.0000;0.6109;1.2414;0.7899;-5.5508;1.98
62;248;0;-0.4000;1.7037;0.0000;0.6316;1.2857;0.7571;-5.5093;2.02
63;252;0;-0.4000;0.7698;0.0000;0.4676;0.8764;0.7529;-2.8112;2.07
64;256;0;-0.4000;1.4982;0.0000;0.5708;1.2187;0.7644;-5.4166;2.15
65;260;0;-0.4000;0.5236;0.0000;0.3726;0.7219;0.7548;-2.5140;2.19
66;264;0;-0.4000;1.6275;0.0000;0.5810;1.2508;0.7441;-5.3214;2.24
67;268;0;-0.4000;1.4449;0.0000;0.5527;1.1966;0.7684;-5.2642;2.29
68;272;0;-0.4000;0.9425;0.0000;0.5081;0.9608;0.7761;-2.8158;2.34
69;276;0;-0.4000;0.4942;0.0000;0.3505;0.7025;0.8278;-2.4412;2.39
70;280;0;-0.4000;0.6132;0.0000;0.4434;0.7768;0.8751;-2.7810;2.44
71;284;0;-0.4000;1.2078;0.0000;0.5496;1.0974;0.8913;-5.0372;2.48
72;288;0;-0.4000;0.2358;0.0000;0.3099;0.3827;0.8655;-0.0319;2.53
73;292;0;-0.4000;1.0138;0.0000;0.3562;1.0008;0.7887;-4.9240;2.58
74;296;0;-0.4000;1.3620;0.0000;0.5904;1.1655;0.7384;-4.8571;2.63
75;300;0;-0.4000;1.7617;0.0000;0.7561;1.3097;0.6867;-4.7807;2.67
76;304;0;-0.4000;0.3184;0.0000;0.3019;0.5488;0.6560;-2.6128;2.72
77;308;0;-0.4000;0.5136;0.0000;0.3445;0.7166;0.6209;-2.6477;2.77
78;312;0;-0.4000;1.2322;0.0000;0.5184;1.1032;0.6020;-4.5442;2.82
79;316;0;-0.4000;0.0495;0.0000;0.1441;0.1738;0.5825;-0.0137;2.87
80;320;0;-0.4000;0.8070;0.0000;0.4164;0.8905;0.5549;-3.0191;2.91
81;324;0;-0.4000;1.1367;0.0000;0.5189;1.0623;0.5636;-4.3265;2.96
82;328;0;-0.4000;0.5999;0.0000;0.3664;0.7745;0.5436;-3.0397;3.01
