Timestep;Frame;Episode;Reward;Loss;Aux-Loss;TD_mean_abs;TD_std;TD_max;TD_min;Time
32;128;0;-0.4000;2.2985;0.0000;0.8157;1.4873;0.4037;-6.0522;0.54
33;132;0;-0.4000;2.2438;0.0000;0.8459;1.4783;0.4023;-5.9668;0.59
34;136;0;-0.4000;2.1958;0.0000;0.8679;1.4684;0.4795;-5.8941;0.63
35;140;0;2.7847;2.1533;0.0000;0.8919;1.4594;0.5566;-5.8140;0.68
36;144;0;-0.4000;2.3250;0.0000;0.9899;1.5122;0.6353;-5.7377;0.72
37;148;0;-0.4000;2.1018;0.0000;0.9615;1.4492;0.7220;-5.6561;0.77
38;152;0;2.7847;2.2651;0.0000;1.0365;1.5013;0.7928;-5.5748;0.81
39;156;0;-0.4000;1.4556;0.0000;0.9435;1.2064;0.8565;-2.6722;0.86
40;160;0;-0.4000;2.3430;0.0000;1.0919;1.5222;0.9084;-5.4336;0.90
41;164;0;2.7847;2.2744;0.0000;1.0819;1.5017;0.9751;-5.3591;0.95
42;168;0;-0.4000;1.0669;0.0000;0.8459;0.9940;1.0575;-2.4324;0.99
43;172;0;2.7847;2.1168;0.0000;1.0846;1.4540;1.1009;-5.2130;1.03
44;176;0;-0.4000;2.0141;0.0000;1.0126;1.4192;1.1469;-5.1480;1.08
45;180;0;-0.4000;1.9989;0.0000;1.0487;1.4126;1.1956;-5.0810;1.13
46;184;0;2.7847;2.0104;0.0000;0.9917;1.4112;1.2214;-5.0136;1.17
47;188;0;-0.4000;2.0769;0.0000;0.9839;1.4296;1.2926;-4.9214;1.22
48;192;0;-0.4000;2.0858;0.0000;1.0414;1.4333;1.4524;-4.8192;1.26
49;196;0;-0.4000;1.3460;0.0000;0.9048;1.1518;1.6449;-2.7049;1.32
50;200;0;-0.4000;2.1125;0.0000;1.0761;1.4519;1.7273;-4.6273;1.37
51;204;0;-0.4000;2.3262;0.0000;1.1366;1.5093;1.7274;-4.5504;1.42
52;208;0;-0.4000;1.9381;0.0000;0.9589;1.3921;1.7203;-4.4665;1.46
53;212;0;-0.4000;1.8427;0.0000;0.9674;1.3573;1.7128;-4.3838;1.51
54;216;0;-0.4000;2.1174;0.0000;1.0809;1.4354;1.6301;-4.3015;1.56
55;220;0;-0.4000;1.5599;0.0000;0.8961;1.2214;1.6739;-4.2002;1.61
56;224;0;-0.4000;1.9670;0.0000;0.9884;1.4017;1.5854;-4.1160;1.65
57;228;0;-0.4000;1.4200;0.0000;0.8070;1.1873;1.3945;-3.0646;1.70
58;232;0;-0.4000;1.6156;0.0000;0.8257;1.2535;1.1582;-3.0927;1.74
59;236;0;-0.4000;0.8899;0.0000;0.5340;0.9433;0.9778;-2.8861;1.79
60;240;0;-0.4000;1.9767;0.0000;0.8130;1.3293;0.8037;-3.9345;1.84
61;244;0;-0.4000;1.1466;0.0000;0.6348;1.0571;0.8406;-2.8597;1.88
62;248;0;-0.4000;1.6073;0.0000;0.9083;1.2648;1.8456;-3.9542;1.93
63;252;0;-0.4000;1.4285;0.0000;0.7684;1.1925;1.4551;-2.9695;1.97
64;256;0;-0.4000;1.4664;0.0000;0.7617;1.2043;0.7791;-3.5883;2.02
65;260;0;-0.4000;1.4336;0.0000;0.7655;1.1766;0.7268;-2.8615;2.07
66;264;0;-0.4000;0.6523;0.0000;0.4490;0.8076;0.6859;-2.4860;2.11
67;268;0;-0.4000;0.9879;0.0000;0.5720;0.9900;0.7294;-2.8562;2.16
68;272;0;-0.4000;0.9574;0.0000;0.6181;0.9784;0.7678;-2.8440;2.21
69;276;0;-0.4000;1.3954;0.0000;0.7476;1.1598;0.8287;-3.0123;2.25
70;280;0;-0.4000;1.0390;0.0000;0.6392;1.0191;0.8891;-3.2323;2.30
71;284;0;-0.4000;0.8568;0.0000;0.6062;0.9254;0.9828;-2.7858;2.34
72;288;0;-0.4000;1.1004;0.0000;0.6808;1.0463;1.0559;-2.9448;2.39
73;292;0;-0.4000;1.2385;0.0000;0.7217;1.0983;1.1048;-2.7468;2.43
74;296;0;-0.4000;1.1872;0.0000;0.7298;1.0887;1.1870;-2.9001;2.48
75;300;0;-0.4000;1.0128;0.0000;0.6927;0.9914;1.2322;-2.8823;2.52
76;304;0;-0.4000;0.9712;0.0000;0.6951;0.9788;1.2254;-2.6602;2.57
77;308;0;-0.4000;0.6654;0.0000;0.5712;0.7679;1.2130;-2.6667;2.62
78;312;0;-0.4000;0.8241;0.0000;0.5141;0.9069;1.1031;-3.7543;2.66
79;316;0;-0.4000;0.9937;0.0000;0.6957;0.9907;1.1311;-2.9040;2.71
80;320;0;-0.4000;0.6084;0.0000;0.5309;0.7453;1.1109;-2.7386;2.75
81;324;0;-0.4000;0.6295;0.0000;0.5409;0.7603;1.0946;-2.8888;2.80
82;328;0;-0.4000;0.6747;0.0000;0.5167;0.8049;1.0618;-2.8122;2.84
83;332;0;-0.4000;1.1579;0.0000;0.6133;1.0588;0.9959;-2.8518;2.89
84;336;0;-0.4000;1.1363;0.0000;0.6835;1.0623;0.9895;-2.9178;2.93
85;340;0;-0.4000;0.8828;0.0000;0.5759;0.9367;0.9938;-2.8853;2.98
86;344;0;-0.4000;0.9906;0.0000;0.5811;0.9857;0.9266;-2.8922;3.03
87;348;0;-0.4000;1.0844;0.0000;0.5990;1.0254;0.8489;-2.9075;3.08
88;352;0;-0.4000;0.9098;0.0000;0.5171;0.9465;0.8352;-2.9932;3.12
