Timestep;Frame;Episode;Reward;Loss;Aux-Loss;TD_mean_abs;TD_std;TD_max;TD_min;Time
32;128;0;-0.4000;2.0508;1.2168;0.6342;1.4217;0.4025;-6.5985;1.41
33;132;0;-0.4000;2.0295;1.0128;0.6358;1.4152;0.4015;-6.5761;1.48
34;136;0;-0.4000;2.0141;0.8778;0.6484;1.4118;0.4100;-6.5311;1.54
35;140;0;-0.4000;0.6819;0.7648;0.4641;0.8216;0.4322;-3.0575;1.60
36;144;0;-0.4000;1.9942;0.7464;0.6429;1.4046;0.4143;-6.5046;1.68
37;148;0;-0.4000;1.9741;0.6877;0.6364;1.3969;0.3961;-6.4439;1.73
38;152;0;-0.4000;1.6516;0.6797;0.5537;1.2847;0.4306;-6.3623;1.79
39;156;0;3.0722;1.0237;0.7025;0.5268;1.0095;0.4536;-3.3602;1.85
40;160;0;-0.4000;2.2458;0.6957;0.7376;1.4784;0.4556;-6.2316;1.91
41;164;0;-0.4000;1.8969;0.6763;0.6103;1.3665;0.4641;-6.1552;1.97
42;168;0;3.0722;0.4022;0.6706;0.3576;0.6136;0.4572;-3.1434;2.03
43;172;0;-0.4000;2.5288;0.6597;0.7731;1.5323;0.4123;-6.0726;2.11
44;176;0;3.0722;1.8086;0.6572;0.5970;1.3332;0.4050;-6.0018;2.17
45;180;0;-0.4000;1.8083;0.6589;0.6018;1.3331;0.4032;-5.9065;2.23
46;184;0;3.0722;2.0874;0.6784;0.6964;1.4187;0.4061;-5.8182;2.29
47;188;0;-0.4000;1.3126;0.6755;0.5904;1.1267;0.4091;-3.3175;2.35
48;192;0;-0.4000;1.6475;0.6674;0.6992;1.2477;0.4237;-3.3016;2.41
49;196;0;3.0722;2.0111;0.6742;0.8291;1.3639;0.4842;-3.5152;2.47
50;200;0;-0.4000;2.4786;0.6494;0.8062;1.5211;0.5270;-5.7612;2.53
51;204;0;3.0722;3.2814;0.6114;1.0889;1.6819;0.5295;-5.6282;2.59
52;208;0;-0.4000;1.0275;0.5856;0.5713;1.0124;0.5246;-3.2272;2.67
53;212;0;3.0722;1.7022;0.5744;0.7601;1.2773;0.5273;-3.5316;2.73
54;216;0;-0.4000;2.9489;0.5698;1.0003;1.6171;0.5320;-5.3124;2.79
55;220;0;3.0722;1.7259;0.5642;0.7279;1.2784;0.5380;-3.4900;2.86
56;224;0;-0.4000;2.2301;0.5639;0.9173;1.4246;0.5482;-3.4457;2.92
57;228;0;3.0722;1.3137;0.5614;0.6758;1.1413;0.5623;-3.1658;2.99
58;232;0;-0.4000;3.3601;0.5449;1.1878;1.6954;0.5785;-5.0970;3.06
59;236;0;3.0722;3.8801;0.5169;1.3528;1.7544;0.5994;-4.9997;3.13
60;240;0;-0.4000;1.7805;0.4886;0.7581;1.3281;0.6347;-4.8731;3.20
61;244;0;-0.4000;1.8630;0.4478;0.8688;1.3385;0.6680;-3.3854;3.26
62;248;0;-0.4000;2.4455;0.4199;1.0757;1.5027;0.7055;-3.3642;3.34
63;252;0;-0.4000;2.9794;0.4014;1.1842;1.6287;0.7403;-4.5562;3.40
64;256;0;-0.4000;2.1367;0.3601;1.0551;1.4435;0.7794;-3.3080;3.46
65;260;0;-0.4000;2.3843;0.3451;1.1305;1.5093;0.8220;-3.2788;3.53
66;264;0;-0.4000;2.3250;0.3445;1.1358;1.4961;0.8564;-3.2620;3.61
67;268;0;-0.4000;2.3346;0.3834;1.1636;1.5229;0.8770;-4.1463;3.68
68;272;0;-0.4000;1.4254;0.3584;1.0157;1.1332;1.1951;-2.7793;3.74
69;276;0;-0.4000;1.8034;0.3208;1.0339;1.3204;1.1801;-3.9003;3.81
70;280;0;3.0722;2.0465;0.2708;1.1249;1.4286;0.9998;-3.1911;3.87
71;284;0;3.0722;1.8207;0.2458;1.0776;1.3482;0.8455;-3.1419;3.93
72;288;0;-0.4000;2.2917;0.2557;1.1689;1.5096;0.9348;-3.7076;4.00
73;292;0;-0.4000;2.8506;0.2494;1.2967;1.6145;0.9149;-3.6238;4.06
74;296;0;-0.4000;2.0310;0.2162;1.0849;1.4182;0.8049;-3.0207;4.12
75;300;0;-0.4000;1.5061;0.1971;0.9407;1.2237;1.0192;-2.9088;4.18
76;304;0;-0.4000;1.6965;0.1879;1.0224;1.2955;1.0968;-2.9732;4.25
77;308;0;-0.4000;1.8516;0.1970;1.0509;1.3607;1.1256;-3.0828;4.31
78;312;0;-0.4000;2.2396;0.1916;1.1578;1.4792;1.1099;-2.9605;4.38
79;316;0;3.0722;2.1063;0.1763;1.1124;1.4455;1.0521;-3.2668;4.45
80;320;0;-0.4000;1.7570;0.1498;1.0038;1.3252;1.0384;-2.9014;4.52
81;324;0;-0.4000;1.6608;0.1379;0.9703;1.2871;0.8375;-3.2565;4.58
82;328;0;-0.4000;1.2920;0.1307;0.8745;1.1207;0.9720;-2.8831;4.64
83;332;0;-0.4000;2.3325;0.1153;1.1178;1.4913;0.7933;-3.2307;4.71
84;336;0;-0.4000;1.4390;0.1163;0.9150;1.1967;0.8190;-2.8780;4.77
85;340;0;-0.4000;2.5612;0.0824;1.2271;1.5547;0.8093;-3.0927;4.84
86;344;0;-0.4000;1.6772;0.0895;1.0289;1.2938;1.0624;-2.9020;4.91
87;348;0;-0.4000;1.5431;0.0859;0.9944;1.2392;1.4610;-2.8621;4.98
88;352;0;-0.4000;1.1730;0.0806;0.8455;1.0626;1.1220;-2.8715;5.05
89;356;0;3.0722;1.7895;0.0805;0.9845;1.3361;2.3347;-3.0643;5.12
90;360;0;-0.4000;1.3382;0.0773;0.8614;1.1476;1.0708;-2.9608;5.19
91;364;0;-0.4000;2.1917;0.0822;1.0555;1.4366;0.6555;-3.2082;5.26
92;368;0;-0.4000;1.6152;0.0832;0.8762;1.2696;0.8327;-3.2288;5.33
93;372;0;-0.4000;1.0257;0.0998;0.6763;1.0101;0.7062;-2.9849;5.40
94;376;0;3.0722;1.6637;0.0722;0.8906;1.2888;1.2973;-3.2317;5.46
95;380;0;-0.4000;1.8858;0.0615;0.9589;1.3646;1.1777;-3.0305;5.53
96;384;0;3.0722;1.8281;0.0667;0.9727;1.3440;0.7123;-3.0119;5.60
97;388;0;-0.4000;1.7048;0.0489;0.9052;1.2961;0.7108;-2.9844;5.68
